n_occurrence_cells,n_aquatic_population_cells,occurrence_median_people_km2,occurrence_q1_people_km2,occurrence_q3_people_km2,background_median_people_km2,background_q1_people_km2,background_q3_people_km2,population_density_only_auc,background_q75_people_km2,occurrences_above_background_q75,occurrences_above_background_q75_pct,point_biserial_r_log1p,point_biserial_nominal_p,background_definition,interpretation
38,17374,277.28417630803614,99.03559731121736,536.8652669447523,0.0,0.0,42.80580280191039,0.9145380574724482,42.80580280191039,33,86.84210526315789,0.09077753516873621,3.449979934877905e-33,All water-mask cells with a finite post-processed population-density value; not the fixed outer-evaluation backgrounds and not cells complete for every predictor.,"Descriptive diagnostic only; aquatic population-density cells are spatially dependent, and the nominal p-value is not used for spatial inference."
