algorithm,feature_set,pseudo_absence_method,conditional_post_selection_auc,conditional_auc_ci_lo,conditional_auc_ci_hi,pr_auc,pr_auc_ci_lo,pr_auc_ci_hi,constructed_evaluation_prevalence,random_pr_auc_expectation,random_pr_auc_sim_ci_lo,random_pr_auc_sim_ci_hi,fold_auc_min,fold_auc_median,fold_auc_max,fold_auc_sd,interpretation
RF,M_SAP,uncertainty_zone,0.852,0.7803,0.9091,0.2185,0.1227,0.4598,0.030729419375707584,0.030729419375707584,0.02761686842366738,0.038509378224660246,0.6996153846153846,0.8997115384615385,0.9975,0.08321380793957597,Performance is conditional on selecting the highest pooled AUC among 48 configurations and is not an unbiased final-test estimate.
